user_id,final_recs
1219,"[848029, 1065593, 934369, 5592864, 921744]"
1221,"[1034176, 1065593, 1038217, 1029743, 915493]"
1222,"[1068001, 1038217, 879755, 933835, 951590]"
1223,"[1021324, 879755, 1062966, 1106523, 1053690]"
1224,"[848029, 879755, 916381, 1065593, 1025611]"
1225,"[863762, 879755, 1062966, 1106523, 1092026]"
1226,"[874972, 981760, 879755, 1070820, 881047]"
1227,"[848029, 1065593, 48065, 1029743, 981760]"
1228,"[1065538, 879755, 1092026, 1005186, 5569471]"
1229,"[970747, 1065593, 1038217, 979707, 951412]"
1231,"[848029, 1065593, 995242, 1105506, 1110142]"
1234,"[933354, 1038217, 879755, 916990, 995242]"
1235,"[848029, 1065593, 986187, 893501, 1029743]"
1236,"[973016, 1038217, 879755, 965766, 962229]"
1238,"[970747, 1065593, 879755, 962229, 995242]"
1239,"[944142, 1065593, 1038217, 1106523, 1127624]"
1240,"[8292844, 1065593, 879755, 1081177, 6034857]"
1241,"[849202, 1038217, 879755, 1037840, 1065593]"
1242,"[848029, 1065593, 844179, 1023958, 862349]"
1244,"[848029, 1065593, 970869, 999965, 871909]"
1245,"[848029, 1065593, 969866, 849098, 1133018]"
1246,"[1139216, 1065593, 879755, 1126899, 968693]"
1247,"[12731685, 1065593, 1038217, 961554, 921504]"
1248,"[5571176, 1065593, 879755, 1106523, 1095040]"
1250,"[848029, 1065593, 910032, 1029743, 981760]"
1251,"[901067, 1065593, 1038217, 960613, 1011832]"
1252,"[1119946, 1065593, 1038217, 1052912, 1102929]"
1254,"[848029, 1065593, 854852, 1022254, 7168619]"
1255,"[848029, 1065593, 1133018, 1005609, 1056509]"
1256,"[832968, 1065593, 1038217, 1058939, 1000542]"
1258,"[849202, 1065593, 1038217, 5569471, 852600]"
1259,"[948670, 1065593, 1038217, 916993, 1058997]"
1260,"[1079938, 1065593, 1038217, 1058997, 925425]"
1261,"[1055044, 1038217, 981760, 1109805, 861445]"
1263,"[874972, 1038217, 1062966, 1016800, 981760]"
1264,"[1087618, 1065593, 1062966, 1107553, 1136341]"
1265,"[1054402, 1065593, 1038217, 995242, 1042544]"
1266,"[12810391, 1065593, 1038217, 1133018, 857006]"
1267,"[848029, 1038217, 1005186, 13842090, 970119]"
1268,"[5570124, 1065593, 1038217, 955431, 1070820]"
1269,"[874972, 1065593, 1038217, 1057260, 899624]"
1270,"[12171559, 1038217, 981760, 1106523, 1028816]"
1271,"[12262830, 1065593, 879755, 864279, 1038217]"
1272,"[1120954, 1065593, 1038217, 974766, 6514085]"
1273,"[841236, 1065593, 1038217, 1043830, 1029743]"
1274,"[1091342, 1065593, 1038217, 5569792, 951590]"
1276,"[848029, 1065593, 835098, 1026118, 1015875]"
1277,"[5590765, 1038217, 879755, 1106523, 8090521]"
1278,"[1108094, 1038217, 879755, 916122, 962229]"
1279,"[1012514, 1038217, 879755, 951590, 965766]"
1280,"[848029, 1065593, 1029743, 981760, 951590]"
1281,"[848029, 1065593, 970202, 965842, 957013]"
1282,"[9835223, 1065593, 1038217, 1106523, 850652]"
1284,"[864893, 879755, 833025, 15926886, 8205218]"
1285,"[904129, 1038217, 879755, 5569230, 1102003]"
1287,"[848029, 1065593, 879755, 862349, 854852]"
1288,"[848029, 1065593, 923746, 1062002, 1090587]"
1289,"[6979364, 1065593, 1038217, 1110572, 885750]"
1290,"[848029, 1038217, 1133018, 939636, 825749]"
1291,"[1095737, 1065593, 879755, 962229, 981760]"
1292,"[12810464, 1065593, 879755, 923670, 870111]"
1293,"[908843, 1085604, 833025, 1044078, 988572]"
1294,"[878715, 1065593, 1038217, 1126899, 1116821]"
1295,"[1038663, 1038217, 879755, 1029743, 1084331]"
1296,"[1007279, 1065593, 1038217, 1005186, 995242]"
1297,"[848029, 1065593, 867138, 870515, 1037863]"
1298,"[909497, 1065593, 981760, 931255, 859010]"
1299,"[12810391, 1065593, 879755, 1016129, 1006555]"
1300,"[848029, 1065593, 1106523, 1118627, 914190]"
1302,"[848029, 1065593, 1058997, 9677149, 882190]"
1303,"[1118946, 1065593, 1038217, 1029743, 8090521]"
1304,"[1118623, 1065593, 1038217, 871611, 1122085]"
1305,"[1112242, 1065593, 833025, 1106523, 944139]"
1306,"[1013928, 1038217, 1062966, 1005186, 1029743]"
1307,"[6514287, 1065593, 1038217, 986912, 9855017]"
1312,"[12808385, 1065593, 879755, 983584, 1045586]"
1313,"[5590465, 1065593, 1038217, 8019716, 909894]"
1314,"[1138423, 1038217, 1085604, 1029743, 923746]"
1316,"[939891, 1065593, 879755, 982790, 1100375]"
1317,"[873023, 1065593, 1062966, 1029743, 5568489]"
1318,"[1055902, 1065593, 1038217, 925862, 904241]"
1319,"[848029, 1065593, 995242, 866211, 860975]"
1320,"[12731432, 1065593, 1038217, 1095700, 1055790]"
1321,"[848029, 1065593, 981591, 869622, 1127831]"
1324,"[981748, 1038217, 879755, 995242, 832678]"
1325,"[849544, 1065593, 981760, 923138, 903325]"
1326,"[6533765, 1065593, 893501, 1029743, 1002558]"
1328,"[6533765, 1065593, 879755, 875089, 951590]"
1329,"[12810391, 1065593, 1038217, 1096548, 1110843]"
1330,"[849202, 1065593, 1038217, 1106523, 859075]"
1331,"[830608, 1065593, 1038217, 1031316, 1048373]"
1332,"[848029, 1065593, 954110, 996028, 1112205]"
1333,"[1029688, 1065593, 1038217, 1126899, 1053988]"
1334,"[848029, 1065593, 879755, 969945, 833025]"
1335,"[848029, 1065593, 1010681, 835973, 1129174]"
1336,"[848029, 1038217, 879755, 833025, 979707]"
1337,"[964717, 1065593, 879755, 923670, 1029743]"
1338,"[848029, 981760, 879755, 1092026, 1133018]"
1340,"[13381928, 1065593, 1038217, 990251, 995242]"
1341,"[848029, 1065593, 995242, 908531, 1074754]"
1342,"[848029, 1065593, 1029743, 981760, 951590]"
1345,"[848029, 1065593, 1029743, 5569845, 1110695]"
1346,"[848029, 1065593, 866211, 1127831, 5569309]"
1347,"[984680, 1065593, 1038217, 1107553, 1029743]"
1350,"[836445, 879755, 1062966, 981760, 919534]"
1351,"[848029, 1065593, 1133018, 860975, 896369]"
1352,"[1138682, 1038217, 879755, 871722, 915493]"
1353,"[874972, 1065593, 1062966, 954642, 833025]"
1354,"[873085, 879755, 833025, 995242, 15596872]"
1356,"[848029, 1065593, 981760, 939527, 862349]"
1357,"[866548, 1065593, 1038217, 860975, 862349]"
1358,"[848029, 981760, 995242, 1076875, 845705]"
1360,"[848029, 1038217, 1087411, 988208, 1089986]"
1361,"[848029, 1065593, 878996, 6034857, 867668]"
1362,"[1097350, 1065593, 1038217, 7169088, 921406]"
1364,"[848029, 1065593, 1005186, 862349, 1135834]"
1366,"[5566800, 879755, 844165, 1082172, 1119051]"
1367,"[970866, 1065593, 1038217, 1126899, 1116635]"
1368,"[1103513, 1038217, 879755, 916122, 9297191]"
1369,"[857538, 1065593, 1038217, 1126899, 981760]"
1370,"[1000753, 1065593, 1085604, 5563693, 1068957]"
1372,"[848029, 1065593, 858302, 5569230, 1106523]"
1373,"[848029, 1065593, 5569471, 9189640, 944137]"
1374,"[921438, 1038217, 879755, 1133018, 1009449]"
1375,"[899019, 1038217, 879755, 1119051, 1029743]"
1376,"[1034176, 1085604, 1092026, 1029743, 7168055]"
1378,"[6552318, 1065593, 1038217, 9653535, 1037332]"
1379,"[6633031, 1065593, 1038217, 962229, 1029743]"
1382,"[914240, 1065593, 879755, 1029743, 1070782]"
1383,"[878715, 1065593, 1038217, 10457121, 12695508]"
1384,"[848029, 1065593, 1133018, 1004906, 961554]"
1385,"[1075765, 1092026, 1119051, 1029743, 1084208]"
1386,"[848029, 1065593, 1005186, 906262, 1029743]"
1387,"[1000753, 1065593, 1038217, 854133, 878996]"
1388,"[942109, 1065593, 1038217, 1010190, 997025]"
1389,"[978614, 1065593, 1038217, 1058997, 1034189]"
1390,"[882308, 1065593, 879755, 995242, 12648296]"
1391,"[837569, 1065593, 879755, 873627, 6034857]"
1392,"[837569, 1038217, 879755, 862349, 5569471]"
1393,"[5585068, 1065593, 1038217, 1058997, 6919082]"
1394,"[870559, 1065593, 1038217, 862349, 1119051]"
1395,"[848029, 1065593, 1038217, 6533608, 1126899]"
1397,"[6533765, 1038217, 879755, 918046, 1085983]"
1398,"[848029, 1065593, 1048200, 1029743, 981760]"
1399,"[848029, 1065593, 995242, 929751, 5580801]"
1401,"[1039975, 1038217, 879755, 1058997, 1015694]"
1402,"[6533765, 1038217, 879755, 5592270, 1133018]"
1403,"[1013928, 1065593, 1038217, 1075368, 951590]"
1404,"[848029, 1065593, 1029743, 912817, 10455568]"
1405,"[871563, 1065593, 1038217, 6533581, 854852]"
1406,"[826666, 1065593, 981760, 1138443, 5569327]"
1407,"[1034868, 1065593, 1038217, 951590, 6464166]"
1408,"[848029, 1065593, 8090956, 15452705, 882496]"
1409,"[942565, 1065593, 879755, 908531, 1116050]"
1410,"[874972, 1065593, 1038217, 1029743, 859075]"
1412,"[1058754, 1065593, 1038217, 1029743, 9487606]"
1413,"[9396767, 1065593, 1038217, 1029743, 981760]"
1414,"[848029, 1065593, 1126899, 981760, 951590]"
1415,"[848029, 1065593, 902640, 1029743, 981760]"
1417,"[10198378, 1065593, 1038217, 835243, 908531]"
1418,"[1129296, 1065593, 1038217, 6979241, 862349]"
1419,"[1014732, 844165, 1119051, 1085604, 1133018]"
1420,"[848029, 1065593, 1029743, 1106301, 46427]"
1421,"[904129, 1062966, 893501, 8090521, 1029743]"
1423,"[5567950, 1038217, 981760, 5981267, 1095906]"
1424,"[848029, 1038217, 995242, 1082212, 9526676]"
1425,"[13213240, 833025, 1092026, 951590, 1029743]"
1426,"[901067, 1065593, 981760, 844165, 971922]"
1427,"[9524291, 1065593, 1038217, 995242, 1058930]"
1428,"[7410347, 1085604, 1062966, 1029743, 1003188]"
1429,"[948670, 1038217, 879755, 926909, 1126899]"
1430,"[906844, 879755, 1062966, 1126899, 900311]"
1431,"[874112, 1038217, 981760, 1110572, 1060292]"
1433,"[848029, 1065593, 1029743, 981760, 951590]"
1434,"[1004436, 879755, 1092026, 1133018, 1075368]"
1437,"[874972, 879755, 893501, 995242, 819304]"
1438,"[1064115, 1065593, 1038217, 1028816, 962266]"
1439,"[848029, 1065593, 1050851, 854405, 878285]"
1440,"[874972, 1062966, 893501, 1106523, 844179]"
1443,"[906844, 1065593, 1038217, 945662, 942077]"
1445,"[1098025, 1085604, 1062966, 6034857, 8090509]"
1446,"[1121041, 1065593, 1038217, 1133018, 6979427]"
1447,"[6391137, 1065593, 1038217, 844165, 1019099]"
1448,"[974156, 1065593, 1038217, 1029743, 1101010]"
1450,"[6533765, 1065593, 1038217, 9527417, 1096036]"
1451,"[1090317, 1065593, 1038217, 1070820, 1014458]"
1452,"[1013928, 1065593, 1038217, 1118533, 995242]"
1453,"[1044324, 1065593, 1085604, 1005186, 1092588]"
1454,"[1069597, 1065593, 1038217, 878996, 1045228]"
1457,"[848029, 1065593, 987724, 1106523, 1081177]"
1458,"[874972, 1038217, 879755, 962266, 981760]"
1459,"[874972, 1065593, 981760, 948832, 934948]"
1460,"[997272, 1065593, 1038217, 1133018, 948468]"
1461,"[6533765, 1065593, 1038217, 1029743, 5591490]"
1462,"[1000753, 1065593, 1038217, 885290, 997423]"
1463,"[846474, 1065593, 879755, 8090560, 6391497]"
1465,"[860248, 1065593, 1038217, 1039156, 837669]"
1466,"[848029, 1065593, 1029743, 1075032, 1082212]"
1467,"[860248, 1065593, 1038217, 1085604, 1005186]"
1470,"[878184, 1038217, 879755, 1029743, 1079419]"
1471,"[848029, 1065593, 913210, 1029743, 981760]"
1473,"[9522059, 1065593, 1038217, 1126899, 866211]"
1474,"[973016, 1038217, 879755, 1106523, 948119]"
1475,"[1048257, 1065593, 879755, 1057260, 5568228]"
1476,"[1057749, 1065593, 1038217, 995242, 823099]"
1477,"[848029, 1065593, 961979, 9570062, 940947]"
1479,"[1013928, 1062966, 1092026, 977374, 935959]"
1481,"[6533765, 1062966, 833025, 995242, 1068719]"
1483,"[6533765, 844165, 1119051, 5569230, 971949]"
1484,"[1103707, 1065593, 1038217, 1058997, 1119051]"
1485,"[1069312, 1065593, 1038217, 1106523, 1056509]"
1486,"[1076842, 1065593, 1038217, 1126899, 822367]"
1487,"[1083813, 1065593, 1038217, 940947, 856382]"
1488,"[979674, 1065593, 1038217, 1110572, 1092026]"
1489,"[9488065, 1085604, 833025, 1029743, 934427]"
1490,"[874972, 1065593, 1038217, 995242, 969866]"
1491,"[981677, 1065593, 1038217, 1029743, 901062]"
1492,"[12731517, 1065593, 1038217, 995242, 847982]"
1493,"[848029, 1065593, 1097001, 1133018, 8090521]"
1494,"[836445, 879755, 1062966, 838797, 1068719]"
1495,"[831407, 1038217, 879755, 986912, 12731544]"
1496,"[848029, 1065593, 951590, 906838, 865456]"
1498,"[6979634, 1065593, 1038217, 996115, 969494]"
1499,"[12810464, 1065593, 1038217, 1088147, 1018822]"
1500,"[13115619, 1065593, 1038217, 848127, 1104898]"
1501,"[1081280, 1065593, 1038217, 1070820, 961554]"
1502,"[848029, 1065593, 1070820, 849274, 1038217]"
1503,"[848029, 1065593, 1116050, 1029743, 981760]"
1505,"[849202, 879755, 893501, 1005186, 997025]"
1506,"[1013928, 1038217, 879755, 959985, 1043301]"
1507,"[848029, 1065593, 879755, 843343, 1043751]"
1508,"[916062, 1065593, 1038217, 1058997, 847982]"
1509,"[5572957, 1065593, 1038217, 1028422, 1042438]"
1510,"[948670, 1038217, 879755, 986912, 869573]"
1511,"[906335, 1065593, 1038217, 1106523, 7146026]"
1512,"[904129, 1065593, 879755, 947798, 1029743]"
1513,"[1097350, 1065593, 1038217, 1137346, 1030398]"
1514,"[944142, 1065593, 1038217, 1126899, 1006184]"
1515,"[903058, 1065593, 879755, 962229, 933835]"
1517,"[12384953, 1038217, 879755, 1070820, 908531]"
1518,"[848029, 1065593, 1029743, 1082212, 854852]"
1519,"[878715, 1065593, 1038217, 5569230, 1133210]"
1520,"[849202, 1065593, 879755, 995242, 1034619]"
1521,"[848029, 1065593, 1133018, 871440, 819978]"
1525,"[883819, 1065593, 1038217, 995242, 988693]"
1526,"[12810391, 1065593, 1038217, 844165, 1133018]"
1527,"[8116306, 1065593, 879755, 1029743, 1101010]"
1528,"[9396688, 1085604, 1062966, 844165, 1006922]"
1529,"[13213240, 1038217, 879755, 965530, 936117]"
1530,"[848029, 1065593, 936830, 938300, 903800]"
1531,"[848029, 1038217, 916122, 13417591, 878996]"
1532,"[866488, 1065593, 1038217, 5569471, 1039156]"
1533,"[848029, 1065593, 971474, 1029743, 981760]"
1534,"[864893, 1065593, 1038217, 932298, 982799]"
1535,"[1002787, 1038217, 1085604, 1106523, 6919306]"
1536,"[1108094, 1065593, 1038217, 8090532, 1029743]"
1537,"[6391137, 1038217, 879755, 1029743, 1042544]"
1539,"[848029, 1065593, 1067434, 1029743, 981760]"
1540,"[1013928, 1065593, 1062966, 911311, 1106523]"
1541,"[6961390, 1065593, 1038217, 1029743, 849578]"
1542,"[12384953, 1038217, 981760, 821083, 6979578]"
1543,"[855321, 1065593, 1038217, 1096573, 1037340]"
1544,"[1069506, 1065593, 1038217, 1113141, 908531]"
1545,"[899019, 1065593, 1038217, 1106523, 8090521]"
1546,"[1038663, 879755, 893501, 908531, 995242]"
1547,"[848029, 1065593, 893501, 1023958, 5575861]"
1548,"[1134483, 893501, 1133018, 1065593, 856252]"
1549,"[6533765, 879755, 1062966, 986912, 981760]"
1550,"[6533765, 1038217, 879755, 922907, 9707137]"
1552,"[9392953, 1065593, 1038217, 1029743, 7433888]"
1555,"[9527424, 879755, 1062966, 856687, 1005186]"
1556,"[948670, 1065593, 981760, 995242, 842416]"
1557,"[1020208, 1038217, 879755, 1106523, 1026118]"
1558,"[5588817, 1038217, 879755, 5569374, 995242]"
1559,"[948239, 1038217, 981760, 1026945, 9392700]"
1560,"[9835223, 1065593, 1085604, 1021519, 1029743]"
1563,"[891960, 1065593, 1038217, 1039156, 1028816]"
1564,"[848029, 1065593, 1046689, 933315, 1029743]"
1565,"[848029, 1065593, 1331582, 981760, 951590]"
1566,"[943940, 1065593, 1038217, 1118623, 12384177]"
1567,"[849469, 1065593, 1038217, 1133018, 937626]"
1568,"[12731543, 1065593, 879755, 882489, 1051323]"
1569,"[904997, 1065593, 1038217, 995242, 905539]"
1570,"[853449, 1038217, 879755, 908531, 995242]"
1572,"[15972905, 981760, 879755, 1126899, 9835509]"
1574,"[10198378, 1065593, 879755, 908531, 995242]"
1575,"[848029, 1065593, 862349, 1119405, 901062]"
1576,"[848029, 1065593, 1037863, 1029743, 909894]"
1577,"[969725, 1065593, 1038217, 1029743, 5569327]"
1578,"[848029, 1065593, 916122, 900370, 1029743]"
1579,"[938074, 1065593, 1038217, 995242, 1005186]"
1580,"[6533765, 1065593, 1038217, 1005186, 1122085]"
1581,"[863436, 1065593, 1038217, 14050485, 1029743]"
1583,"[1015548, 1065593, 1038217, 1114653, 1029743]"
1584,"[8293437, 1065593, 1038217, 957736, 1106523]"
1585,"[1076842, 981760, 1062966, 1126899, 879506]"
1586,"[7160763, 1038217, 879755, 958067, 1135681]"
1587,"[848029, 1038217, 1085604, 1029743, 6391138]"
1588,"[5590965, 1065593, 1038217, 908531, 1003188]"
1590,"[1021324, 1065593, 1038217, 1028891, 6533608]"
1591,"[849202, 1065593, 1038217, 1070820, 826067]"
1592,"[924596, 1065593, 1038217, 1110764, 6979526]"
1593,"[860248, 1065593, 1038217, 873203, 979707]"
1594,"[6533765, 1065593, 1038217, 1106523, 1101010]"
1595,"[848412, 1065593, 1038217, 1110042, 971922]"
1596,"[1004436, 1065593, 1038217, 1046816, 921406]"
1598,"[938138, 1065593, 1062966, 995242, 986912]"
1599,"[1013928, 833025, 844165, 1043590, 951590]"
1602,"[933361, 1065593, 1085604, 1029743, 9836434]"
1604,"[848029, 1065593, 832678, 879528, 944486]"
1605,"[848029, 1065593, 1005186, 986912, 1029743]"
1607,"[848029, 1065593, 5569230, 1091365, 989239]"
1608,"[848029, 1065593, 1029743, 901062, 1026118]"
1609,"[910525, 1065593, 1038217, 6632283, 1127831]"
1611,"[848029, 1065593, 8181555, 1037840, 1026118]"
1612,"[1046562, 1038217, 879755, 1126899, 7025114]"
1613,"[12984576, 1065593, 879755, 1029743, 1014802]"
1614,"[848029, 1065593, 995852, 944172, 1063739]"
1615,"[948670, 1038217, 981760, 995242, 824915]"
1617,"[924820, 1038217, 879755, 910032, 1106523]"
1618,"[7443436, 1065593, 1038217, 862349, 1138443]"
1619,"[1052294, 1065593, 1038217, 932179, 1117514]"
1620,"[884572, 1065593, 879755, 1106523, 5587656]"
1621,"[1075293, 879755, 893501, 1106523, 830887]"
1622,"[1081944, 1038217, 879755, 928123, 833351]"
1623,"[6533765, 879755, 833025, 1106523, 1065593]"
1624,"[848029, 1038217, 5569230, 1026118, 997309]"
1625,"[848029, 1065593, 1110843, 1106523, 962041]"
1627,"[6533765, 1065593, 1038217, 861184, 1045952]"
1629,"[848029, 1065593, 881154, 1029743, 981760]"
1630,"[865671, 1065593, 1038217, 1107760, 1128861]"
1631,"[829291, 1133018, 1077555, 1100658, 1044078]"
1632,"[878715, 1038217, 879755, 1070820, 909714]"
1633,"[948670, 1038217, 879755, 1029743, 951590]"
1634,"[828339, 1085604, 893501, 907631, 1065593]"
1635,"[848029, 1065593, 957951, 1029743, 981760]"
1636,"[848029, 1065593, 844441, 1029743, 981760]"
1637,"[848029, 1065593, 1014948, 948298, 1029743]"
1638,"[848029, 1065593, 1058997, 962568, 6773046]"
1639,"[1038663, 1085604, 1062966, 1133018, 844165]"
1640,"[12172071, 1038217, 844165, 8090521, 1106523]"
1641,"[848029, 1065593, 1076875, 1125530, 1118012]"
1642,"[848029, 1065593, 845208, 854852, 895268]"
1643,"[848029, 1065593, 1016800, 1102207, 896085]"
1644,"[848029, 1065593, 1029743, 981760, 951590]"
1647,"[848029, 1065593, 981760, 1029743, 951590]"
1648,"[848029, 1065593, 1085604, 1106523, 5568228]"
1649,"[848029, 1065593, 1133018, 1051516, 1100818]"
1650,"[874972, 1065593, 1038217, 944137, 981963]"
1651,"[927981, 1065593, 1038217, 1135822, 1114483]"
1653,"[6533765, 1065593, 879755, 1029743, 1055572]"
1654,"[926737, 1065593, 1038217, 9553347, 8090533]"
1656,"[1103513, 1065593, 1038217, 7441118, 6533362]"
1657,"[6533765, 1065593, 1038217, 1106523, 1006649]"
1658,"[833940, 1065593, 1038217, 885290, 1006184]"
1659,"[1119946, 879755, 1062966, 995242, 824005]"
1660,"[1027480, 1065593, 1038217, 955854, 1106523]"
1661,"[824977, 1065593, 1038217, 865705, 990897]"
1662,"[9837365, 1038217, 879755, 880427, 916575]"
1663,"[848029, 1065593, 13189983, 931635, 867827]"
1664,"[948670, 1038217, 879755, 868764, 876815]"
1665,"[1040222, 1038217, 981760, 1096960, 1083787]"
1666,"[1015304, 1065593, 879755, 1048462, 1051394]"
1667,"[12731432, 1038217, 981760, 844165, 986912]"
1668,"[848029, 1065593, 1062854, 8090520, 835098]"
1671,"[904129, 981760, 879755, 1126899, 858439]"
1672,"[931864, 1065593, 981760, 923746, 1043590]"
1673,"[860248, 879755, 1062966, 1053690, 1106523]"
1676,"[848029, 1065593, 1026258, 874149, 878996]"
1677,"[882308, 1038217, 879755, 995242, 927851]"
1678,"[851066, 1065593, 981760, 1106523, 844179]"
1679,"[848029, 1065593, 986912, 929388, 906262]"
1680,"[886451, 1065593, 1038217, 1058997, 1006649]"
1681,"[899019, 879755, 1062966, 1029743, 907128]"
1683,"[848029, 1065593, 5574377, 1082159, 893501]"
1684,"[1134678, 1065593, 1062966, 1106523, 1042544]"
1685,"[863436, 1065593, 1038217, 1091365, 915905]"
1686,"[891901, 1038217, 981760, 953539, 1070782]"
1687,"[1138243, 1065593, 1038217, 5995603, 823099]"
1688,"[848029, 1065593, 1029743, 1028715, 1053690]"
1689,"[1000753, 1065593, 879755, 995242, 12810391]"
1690,"[9835223, 1065593, 1038217, 951590, 832678]"
1691,"[1036495, 1065593, 879755, 874563, 1106523]"
1692,"[6533765, 879755, 1062966, 1038217, 1023958]"
1693,"[10356685, 1038217, 981760, 1126899, 846831]"
1694,"[6533765, 1085604, 833025, 951590, 859075]"
1695,"[1134483, 1065593, 1038217, 1102959, 1102949]"
1697,"[829291, 1065593, 1038217, 1044078, 993838]"
1698,"[9831469, 1065593, 1085604, 5585510, 930118]"
1699,"[874972, 1065593, 1038217, 1089066, 993638]"
1700,"[848029, 1065593, 930385, 1101173, 5568378]"
1701,"[877611, 1065593, 1038217, 5569230, 995242]"
1702,"[917384, 1065593, 1038217, 899624, 1003487]"
1703,"[5566800, 833025, 1092026, 1106523, 1057260]"
1704,"[873324, 1038217, 1085604, 1407216, 878445]"
1705,"[848029, 1038217, 13842090, 995242, 821344]"
1706,"[848029, 1038217, 1029743, 951590, 1127831]"
1707,"[848029, 1065593, 1085604, 12263626, 831063]"
1708,"[9832861, 1038217, 879755, 995242, 944534]"
1710,"[5569854, 1065593, 1038217, 952568, 8068685]"
1711,"[906844, 1065593, 1038217, 839419, 5579075]"
1712,"[848029, 1065593, 1038217, 5591520, 12757123]"
1713,"[1082627, 1065593, 1038217, 851188, 1032703]"
1714,"[848029, 1065593, 959401, 1016800, 1029743]"
1715,"[848029, 1065593, 981760, 939694, 951412]"
1716,"[848029, 1038217, 5995597, 995242, 1117250]"
1717,"[848029, 1065593, 981760, 1029743, 1077555]"
1718,"[1000753, 1065593, 1038217, 961554, 1070820]"
1719,"[1138682, 1038217, 879755, 1070820, 952399]"
1720,"[878715, 1065593, 1038217, 862349, 819978]"
1721,"[848029, 1065593, 12524174, 1106523, 981760]"
1722,"[906335, 879755, 1062966, 1123536, 987562]"
1723,"[870559, 1065593, 1038217, 876626, 922561]"
1724,"[1119946, 1065593, 1038217, 861973, 906658]"
1726,"[1059401, 1065593, 1038217, 1044487, 6034857]"
1728,"[837569, 1065593, 1038217, 9296919, 1029743]"
1729,"[849202, 1065593, 1038217, 1110843, 981760]"
1730,"[6533765, 1065593, 1038217, 1031864, 1000334]"
1731,"[848029, 1065593, 1126899, 1017472, 944466]"
1732,"[982469, 1038217, 981760, 1029743, 914190]"
1733,"[5566800, 1065593, 1038217, 894439, 6904467]"
1735,"[995151, 1038217, 879755, 1082990, 981760]"
1737,"[848029, 1065593, 849003, 1058997, 856335]"
1738,"[9835223, 1065593, 879755, 922847, 1040807]"
1739,"[9522059, 1038217, 981760, 1133018, 5568378]"
1740,"[997272, 1065593, 1038217, 1029112, 12946027]"
1742,"[908843, 1038217, 981760, 7443013, 1066685]"
1743,"[958594, 1038217, 981760, 1004906, 5565719]"
1744,"[1069506, 1065593, 1038217, 1106523, 916758]"
1745,"[1038663, 1038217, 1062966, 871756, 1106523]"
1746,"[1052294, 1065593, 981760, 1106523, 1051323]"
1747,"[1038663, 1065593, 1038217, 6979005, 1011502]"
1748,"[7119555, 879755, 844165, 891505, 947798]"
1749,"[878715, 1065593, 1038217, 862349, 934399]"
1750,"[9857388, 1065593, 1038217, 916122, 920109]"
1751,"[882308, 1038217, 879755, 1070820, 5569230]"
1752,"[6533765, 879755, 893501, 951590, 1106523]"
1753,"[6773055, 1038217, 1062966, 879755, 901543]"
1754,"[6533765, 1038217, 879755, 995242, 1139569]"
1755,"[848029, 1038217, 999714, 1093413, 951590]"
1758,"[848029, 981760, 917482, 1058997, 896085]"
1759,"[1013928, 1065593, 1038217, 1126899, 1005186]"
1760,"[848029, 1065593, 15630094, 1038985, 1029743]"
1761,"[12810389, 1065593, 879755, 1133018, 12263364]"
1762,"[930486, 1062966, 1133018, 983584, 923746]"
1763,"[1118623, 1065593, 1038217, 1106523, 1037840]"
1764,"[6633031, 1065593, 1038217, 1126899, 8118500]"
1765,"[1034176, 1065593, 1038217, 971949, 916909]"
1766,"[848029, 1065593, 880714, 8090537, 975649]"
1767,"[1000753, 893501, 862349, 986912, 1110572]"
1768,"[1048257, 1065593, 879755, 12946027, 9707137]"
1769,"[1020208, 1065593, 1038217, 5563693, 981760]"
1770,"[874972, 1065593, 1038217, 995242, 825541]"
1771,"[983683, 1065593, 1038217, 1101582, 895163]"
1773,"[1070723, 1065593, 1038217, 834158, 5569471]"
1774,"[1093355, 981760, 879755, 8090537, 902172]"
1775,"[5995129, 1065593, 1038217, 1126899, 9911484]"
1776,"[6979253, 1065593, 879755, 986912, 862349]"
1777,"[848029, 1038217, 989249, 916122, 829950]"
1778,"[916588, 1065593, 1038217, 1029743, 1004906]"
1779,"[848029, 1065593, 1038217, 908531, 1010164]"
1781,"[980353, 1065593, 1038217, 1028816, 847207]"
1782,"[968072, 1065593, 1038217, 865528, 999639]"
1783,"[7410347, 1065593, 1038217, 1058997, 1064002]"
1784,"[5592232, 1065593, 1038217, 979707, 917406]"
1785,"[848029, 1065593, 1126899, 916122, 908531]"
1786,"[848029, 1065593, 1075445, 10285144, 1029743]"
1788,"[943320, 1065593, 1038217, 957080, 995242]"
1789,"[848029, 1065593, 955716, 907128, 1029743]"
1790,"[1082955, 1065593, 1038217, 820923, 8293898]"
1791,"[12810464, 1065593, 1038217, 995242, 976199]"
1792,"[1118946, 1065593, 1038217, 1075368, 847982]"
1793,"[5591777, 1065593, 1085604, 939636, 969866]"
1794,"[1071658, 981760, 879755, 5569230, 1106301]"
1795,"[1000753, 833025, 844165, 862349, 968036]"
1796,"[1103808, 1038217, 981760, 1029743, 925626]"
1797,"[9211125, 1065593, 1038217, 829621, 862349]"
1799,"[848029, 1065593, 1080884, 1054957, 9926758]"
1800,"[848029, 1065593, 908531, 9297151, 1116601]"
1801,"[1013928, 1065593, 981760, 1128163, 854900]"
1802,"[12262735, 1038217, 879755, 1101653, 884089]"
